Request ID,Request Description
17-FOI-00078,"Requester is seeking The number of diesel trains and electronic trains in both directions during a 24-hour period, The percentage of trains which operate between the hours of 10pm-7am, Number of Engines per train, The average number of railcars per diesel, and per electric train, The average train speed, If the track is made from welded or bolted rails, If the site is near a grade crossing that requires prolonged use of the horn or whistle, and The location of the nearest whistle post."
17-FOI-00079,Requester is seeking any and all purchasing records from 01/01/2015 to current.
17-FOI-00080,"Requester is seeking the Amtrak Police Report of Amtrak Police Investigator, Christopher Hogan, (Referred to Hogan's report/15-004761)"
17-FOI-00081,"Requester is seeking information in re: tracks used by Amtrak the night of July 7/early morning July 8, 2012."
17-FOI-00082,"Requester is seeking any and all recordings, video, audio or otherwise, collected by Amtrak police at or within one (1) city block of Chicago's Union Station between 8pm on Feb. 8, 2017 and 9pm on Feb. 8, 2017"
17-FOI-00083,"Requester is seeking Surveillance, body camera, and dashcam videos, all documents and records, and 911 calls related to Amtrak police shooting on February 8, 2017 at approx. 8:45pm."
17-FOI-00084,"Requester is seeking Number if Trains, Number of Engines, number of cars, and Average speed of the section that lies parallel to broad street between East Liberty Boulevard and Larimer Avenue."
17-FOI-00085,Requester is seeking Amtrak rail operations and maintenance proposal submitted to CT Rail in 2016 and Amtrak rail operations and maintenance proposal submitted to Tri Rail in 2016
17-FOI-00086,Requester is seeking a copy of a decision letter dated 1-13-2017 from Hearing Officer Frances Krische and letter dated 1-17-2017 from George Fitter.
17-FOI-00087,Requester is seeking a duplicate copy of receipts for 2 train trips that were taken in 2013.
17-FOI-00088,Requester is seeking a digital copy of the latest edition of the Amtrak Service Standards Manual for Train Service and On-Board Service Employees
17-FOI-00089,"Requester is seeking copies of all structural studies plus all routine and/or emergency inspection reports focusing on Amtrak's North River tunnel beneath the Hudson River dated Jan 1, 2015 through Feb 28, 2017."
17-FOI-00090,"Requester is seeking all employee disciplinary records, including but not limited to complaints, charges, reprimands, warnings, probations, internal investigations, outcome of all investigations, disciplinary actions taken, etc. for Amtrak police employee LaRoyce Tankson."
17-FOI-00091,Requester is seeking the name of witness that is redacted on the second page of the Incident/Investigation report along with copies of photographs that were taken and a copy of the surveillance video client.
17-FOI-00092,Requester is seeking Amtrak tickets purchased from 2013-2014 for vouchering purposes.
17-FOI-00093,Requester is seeking the most recent Amtrak Critical Incident Stress Plan approved by the Federal Railroad Administration under 49 CFR 272.
17-FOI-00094,"Requester is seeking access to and copies of documents relating to the counterpart of train 50, the Cardinal that left Chicago on February 28, 2017. Documents relating to delays encountered by that train, including the delay caused by the need to recrew that train at Foster, KY and elsewhere."
17-FOI-00095,"Requester is seeking Collective Bargaining Agreements, Memorandums of Understanding, and side letters or attachments thereto governing all police bargaining units employed by Amtrak. Job descriptions and/or job specifications for Amtrak Police Officers of any division, class, or rank."
17-FOI-00096,Requester is seeking an electronic/digital copy of the AMTRAK Congressional Budget Justification for FY 2018.
17-FOI-00097,"Requester is seeking ALL records relating to a collision between pedestrians and a train on the evening of January 12, 2017, near the intersection of Clay Street and Embarcadero West, near Jack London Square in Oakland, CA."
17-FOI-00098,"Requester is seeking all AMTRAK Police Incident reports on December 30-December 31, 2015."
17-FOI-00099,Request seeks all Amtrak police incident reports and all other records provided by Amtrak to the US Dept of Justice Office of Inspector General between November 2015 and August 2016.
17-FOI-00100,Requester seeks travel documentation.
17-FOI-00101,Requester seeks access to and copies of the spending reports from 2016.
17-FOI-00102,Requester seeks police incident reports and all other records provided by Amtrak to the USDOJ Office of Inspector General between November 2015 and August 2016.
17-FOI-00103,"Requester seeks the names of Amtrak employees who were working on the Amtrak train the night of July 7/early morning July 8, 2012, particularly the conductor who took over the train from Winnemucca to Salt Lake City, as he paged Robin after finding his backpack in the lounge car."
17-FOI-00104,"Request seeks ""a copy of all letter correspondence at Amtrak Headquarters to or from the Government Accountability Office (GAO) during calendar years 2015, 2016 and 2017 to date."
17-FOI-00105,"Request seeks appeal information from January 1, 2015 through December 31, 2016."
17-FOI-00106,Request seeks bid tabulation for RFP no. WS251931
17-FOI-00107,"Request seeks an un-redacted incident report regarding Claim No. C0064467, Date of Loss 01/04/2017, Insured Total Maintenance Facility, Location - Chicago Union Station, Involved - Jaclyn Villasenor"
17-FOI-00108,"Requester seeks records regarding an accident between an Amtrak train and a semi-truck, which took place on about April 14, 2016 in Galva, IL."
17-FOI-00109,Requester seeks un-redacted police report.
17-FOI-00110,Request seeks name of awardee and price information.
17-FOI-00111,"Request seeks correspondence between Amtrak Congressman Robert ""Beto"" O'Rourke and Amtrak."
17-FOI-00112,Request seeks travel information.
17-FOI-00113,"Request seeks records regarding the train speed violation incident involving Amtrak Train 527 (7) of December 7, 2016."
17-FOI-00114,Request seeks regarding the death of Amtrak passenger Marina Placencia.
17-FOI-00115,Request seeks maintenance records for NY Penn Station for 2016 and 2017
17-FOI-00116,Request seeks records regarding maintenance of track inspections for Amtrak between 2006 - present for the NE Corridor.
17-FOI-00117,Request seeks documents pertaining to the Joint Benefit Capital Program between Amtrak and NJ Transit for NE Corridor and Penn Station NY.
17-FOI-00118,"Request seek surveillance video, photos, and reports regarding Berlin Train Station fire."
17-FOI-00119,"Request seeks incoming and outgoing correspondence within the Office of the President on the topic of budget cuts from March 16, 2017 through April 18, 2017."
17-FOI-00120,"Request seeks a copy of the payment bond that the general contractor obtained from project: Amtrak, 303 S. Jackson Street, Seattle, WA."
17-FOI-00121,Request seeks information regarding the café car.
17-FOI-00122,Request seeks travel documentation for Lucille Fildes Mills.
17-FOI-00123,Request seeks records regarding pest control along Amtrak's NE Corridor - New Jersey Specifically
17-FOI-00124,"Request seeks records regarding an incident in which the deployment of a taser was used inside NY City Penn Station on April 14, 2017."
17-FOI-00125,Requester seeks a copy of Amtrak's bylaws.
17-FOI-00126,"Requester seeks: 	Any and all inspection reports for train tracks and infrastructure at Penn Station from May 2016 - Present 	Any and all inspection reports for train tracks and infrastructure at Grand Central Station from May 2016 - Present 	Any and All inspection reports for train tracks and infrastructure for the North East Corridor from May 2016 - Present 	Any and all planned safety improvement projects/repairs that would impact Metro North, NJ Transit, Grand Central Station and Penn Station from January 2017  December 2018"
17-FOI-00127,"Request seeks: 	Any and all service agreements between Amtrak and NJ Transit, Metro-North/MTA and CT Department of Transportation from January 2016 - Present 	Any and all payments and/or payment agreements made by NJ Transit, Metro North/MTA and the CT Department of Transportation to Amtrak from January  2016 - Present 	Amtraks enriched cost summary from January 2016  Present as it pertains to the NEC ."
